	mutant	strain	phenotype	date	scope	videoname	img_folder	processed	error
115	ABC	MXAN_1319	Pulsatile	03.14.12	mic4	ABC Transporters--MXAN_1319--MXAN_1319-mic4-3.14.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1319/MXAN_1319-mic4-3.14.12	True	0
116	ABC	MXAN_1319	Pulsatile	03.14.12	mic8	ABC Transporters--MXAN_1319--MXAN_1319-mic8-3.14.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1319/MXAN_1319-mic8-3.14.12	True	0
117	ABC	MXAN_1319	Pulsatile			ABC Transporters--MXAN_1319--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1319/test	True	0
118	ABC	MXAN_1320	Pulsatile	03.15.12	mic2	ABC Transporters--MXAN_1320--MXAN_1320-mic2-3.15.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1320/MXAN_1320-mic2-3.15.12	True	0
119	ABC	MXAN_1320	Pulsatile	03.15.12	mic4	ABC Transporters--MXAN_1320--MXAN_1320-mic4-3.15.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1320/MXAN_1320-mic4-3.15.12	True	0
120	ABC	MXAN_1320	Pulsatile	03.15.12	mic8	ABC Transporters--MXAN_1320--MXAN_1320-mic8-3.15.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1320/MXAN_1320-mic8-3.15.12	True	0
121	ABC	MXAN_1320	Pulsatile			ABC Transporters--MXAN_1320--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1320/test	True	0
122	ABC	MXAN_1321	Early aggregation	03.15.12	mic5	ABC Transporters--MXAN_1321--MXAN_1321-mic5-3.15.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1321/MXAN_1321-mic5-3.15.12	True	0
123	ABC	MXAN_1321	Early aggregation	03.15.12	mic6	ABC Transporters--MXAN_1321--MXAN_1321-mic6-3.15.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1321/MXAN_1321-mic6-3.15.12	True	0
124	ABC	MXAN_1321	Early aggregation	03.15.12	mic7	ABC Transporters--MXAN_1321--MXAN_1321-mic7-3.15.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1321/MXAN_1321-mic7-3.15.12	True	0
125	ABC	MXAN_1321	Early aggregation			ABC Transporters--MXAN_1321--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1321/test	True	0
126	ABC	MXAN_1376	Late abnormal	10.18.16	mic4	ABC Transporters--MXAN_1376--MXAN_1376-mic4-10.18.16	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1376/MXAN_1376-mic4-10.18.16	True	0
127	ABC	MXAN_1376	Late abnormal			ABC Transporters--MXAN_1376--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1376/test	True	0
128	ABC	MXAN_1377	LWT	10.12.12	mic5	ABC Transporters--MXAN_1377--MXAN_1377-mic5-10.12.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1377/MXAN_1377-mic5-10.12.12	True	0
129	ABC	MXAN_1377	LWT	10.12.12	mic6	ABC Transporters--MXAN_1377--MXAN_1377-mic6-10.12.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1377/MXAN_1377-mic6-10.12.12	True	0
130	ABC	MXAN_1377	LWT	10.12.12	mic7	ABC Transporters--MXAN_1377--MXAN_1377-mic7-10.12.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1377/MXAN_1377-mic7-10.12.12	True	0
131	ABC	MXAN_1377	LWT			ABC Transporters--MXAN_1377--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1377/test	True	0
132	ABC	MXAN_1547	LWT	10.05.12	mic3	ABC Transporters--MXAN_1547--MXAN_1547-mic3-10.05.12'	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1547/MXAN_1547-mic3-10.05.12'	True	0
133	ABC	MXAN_1547	LWT	10.04.12	mic5	ABC Transporters--MXAN_1547--MXAN_1547-mic5-10.04.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1547/MXAN_1547-mic5-10.04.12	True	0
134	ABC	MXAN_1547	LWT	10.04.12	mic6	ABC Transporters--MXAN_1547--MXAN_1547-mic6-10.04.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1547/MXAN_1547-mic6-10.04.12	True	0
135	ABC	MXAN_1547	LWT	10.04.12	mic6	ABC Transporters--MXAN_1547--MXAN_1547-mic6-10.04.12'	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1547/MXAN_1547-mic6-10.04.12'	True	0
136	ABC	MXAN_1547	LWT	10.04.12	mic7	ABC Transporters--MXAN_1547--MXAN_1547-mic7-10.04.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1547/MXAN_1547-mic7-10.04.12	True	0
137	ABC	MXAN_1547	LWT			ABC Transporters--MXAN_1547--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1547/test	True	0
138	ABC	MXAN_1548	LWT	02.01.13	mic4	ABC Transporters--MXAN_1548--MXAN_1548-mic4-02.01.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1548/MXAN_1548-mic4-02.01.13	True	0
139	ABC	MXAN_1548	LWT			ABC Transporters--MXAN_1548--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1548/test	True	0
140	ABC	MXAN_1597	LWT	10.12.12	mic4	ABC Transporters--MXAN_1597--MXAN_1597-mic4-10.12.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1597/MXAN_1597-mic4-10.12.12	True	0
141	ABC	MXAN_1597	LWT	10.12.12	mic8	ABC Transporters--MXAN_1597--MXAN_1597-mic8-10.12.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1597/MXAN_1597-mic8-10.12.12	True	0
142	ABC	MXAN_1597	LWT			ABC Transporters--MXAN_1597--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1597/test	True	0
143	ABC	MXAN_1598	Pulsatile	03.28.13	mic5	ABC Transporters--MXAN_1598--MXAN_1598- mic5-3.28.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1598/MXAN_1598- mic5-3.28.13	True	0
144	ABC	MXAN_1598	Pulsatile	03.28.13	mic4	ABC Transporters--MXAN_1598--MXAN_1598-mic4-3.28.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1598/MXAN_1598-mic4-3.28.13	True	0
145	ABC	MXAN_1598	Pulsatile	09.12.13	mic6	ABC Transporters--MXAN_1598--MXAN_1598-mic6-9.12.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1598/MXAN_1598-mic6-9.12.13	True	0
146	ABC	MXAN_1598	Pulsatile	03.28.13	mic7	ABC Transporters--MXAN_1598--MXAN_1598-mic7-3.28.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1598/MXAN_1598-mic7-3.28.13	True	0
147	ABC	MXAN_1598	Pulsatile	09.12.13	mic8	ABC Transporters--MXAN_1598--MXAN_1598-mic8-9.12.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1598/MXAN_1598-mic8-9.12.13	True	0
148	ABC	MXAN_1598	Pulsatile			ABC Transporters--MXAN_1598--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1598/test	True	0
149	ABC	MXAN_1604	Variable	07.30.13	mic2	ABC Transporters--MXAN_1604--MXAN_1604-mic2-07.30.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1604/MXAN_1604-mic2-07.30.13	True	0
150	ABC	MXAN_1604	Variable	07.30.14	mic4	ABC Transporters--MXAN_1604--MXAN_1604-mic4-07.30.14	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1604/MXAN_1604-mic4-07.30.14	True	0
151	ABC	MXAN_1604	Variable	04.17.13	mic4	ABC Transporters--MXAN_1604--MXAN_1604-mic4-4.17.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1604/MXAN_1604-mic4-4.17.13	True	0
152	ABC	MXAN_1604	Variable	07.30.13	mic5	ABC Transporters--MXAN_1604--MXAN_1604-mic5-07.30.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1604/MXAN_1604-mic5-07.30.13	True	0
153	ABC	MXAN_1604	Variable	04.17.13	mic5	ABC Transporters--MXAN_1604--MXAN_1604-mic5-4.17.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1604/MXAN_1604-mic5-4.17.13	True	0
154	ABC	MXAN_1604	Variable	07.30.13	mic7	ABC Transporters--MXAN_1604--MXAN_1604-mic7-07.30.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1604/MXAN_1604-mic7-07.30.13	True	0
155	ABC	MXAN_1604	Variable	04.17.13	mic7	ABC Transporters--MXAN_1604--MXAN_1604-mic7-4.17.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1604/MXAN_1604-mic7-4.17.13	True	0
156	ABC	MXAN_1604	Variable			ABC Transporters--MXAN_1604--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1604/test	True	0
157	ABC	MXAN_1605	Early aggregation	10.09.12	mic5	ABC Transporters--MXAN_1605--MXAN_1605-mic-5-10-9-12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1605/MXAN_1605-mic-5-10-9-12	True	0
158	ABC	MXAN_1605	Early aggregation	10.09.12	mic6	ABC Transporters--MXAN_1605--MXAN_1605-mic-6-10-9-12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1605/MXAN_1605-mic-6-10-9-12	True	0
159	ABC	MXAN_1605	Early aggregation	10.09.12	mic7	ABC Transporters--MXAN_1605--MXAN_1605-mic-7-10-9-12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1605/MXAN_1605-mic-7-10-9-12	True	0
160	ABC	MXAN_1605	Early aggregation			ABC Transporters--MXAN_1605--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1605/test	True	0
161	ABC	MXAN_1695	LWT	03.25.13	mic4	ABC Transporters--MXAN_1695--MXAN_1695-mic4-3.25.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1695/MXAN_1695-mic4-3.25.13	True	0
162	ABC	MXAN_1695	LWT	03.25.13	mic5	ABC Transporters--MXAN_1695--MXAN_1695-mic5-3.25.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1695/MXAN_1695-mic5-3.25.13	True	0
163	ABC	MXAN_1695	LWT	03.25.13	mic7	ABC Transporters--MXAN_1695--MXAN_1695-mic7-3.25.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1695/MXAN_1695-mic7-3.25.13	True	0
164	ABC	MXAN_1695	LWT			ABC Transporters--MXAN_1695--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_1695/test	True	0
165	ABC	MXAN_2018	LWT 	01.31.13	mic3	ABC Transporters--MXAN_2018--MXAN_2018-mic3-01.31.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2018/MXAN_2018-mic3-01.31.13	True	0
166	ABC	MXAN_2018	LWT 	01.31.13	mic6	ABC Transporters--MXAN_2018--MXAN_2018-mic6-01.31.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2018/MXAN_2018-mic6-01.31.13	True	0
167	ABC	MXAN_2018	LWT 	01.31.13	mic8	ABC Transporters--MXAN_2018--MXAN_2018-mic8-01.31.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2018/MXAN_2018-mic8-01.31.13	True	0
168	ABC	MXAN_2018	LWT 			ABC Transporters--MXAN_2018--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2018/test	True	0
169	ABC	MXAN_2019	No aggregation			ABC Transporters--MXAN_2019	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2019	True	4
170	ABC	MXAN_2019	No aggregation	03.19.12	mic2	ABC Transporters--MXAN_2019--MXAN_2019-mic2-3.19.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2019/MXAN_2019-mic2-3.19.12	True	0
171	ABC	MXAN_2019	No aggregation	03.19.12	mic4	ABC Transporters--MXAN_2019--MXAN_2019-mic4-3.19.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2019/MXAN_2019-mic4-3.19.12	True	0
172	ABC	MXAN_2019	No aggregation	03.19.12	mic8	ABC Transporters--MXAN_2019--MXAN_2019-mic8-3.19.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2019/MXAN_2019-mic8-3.19.12	True	0
173	ABC	MXAN_2019	No aggregation			ABC Transporters--MXAN_2019--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2019/test	True	0
174	ABC	MXAN_2020	LWT	04.04.13	mic5	ABC Transporters--MXAN_2020--MXAN_2020-mic5-4.4.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2020/MXAN_2020-mic5-4.4.13	True	0
175	ABC	MXAN_2020	LWT	04.04.13	mic6	ABC Transporters--MXAN_2020--MXAN_2020-mic6-4.4.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2020/MXAN_2020-mic6-4.4.13	True	0
176	ABC	MXAN_2020	LWT	04.04.13	mic7	ABC Transporters--MXAN_2020--MXAN_2020-mic7-4.4.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2020/MXAN_2020-mic7-4.4.13	True	0
177	ABC	MXAN_2020	LWT			ABC Transporters--MXAN_2020--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2020/test	True	0
178	ABC	MXAN_2078	Pulsatile	01.17.13	mic4	ABC Transporters--MXAN_2078--MXAN_2078-mic4-01.17.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2078/MXAN_2078-mic4-01.17.13	True	0
179	ABC	MXAN_2078	Pulsatile	01.17.13	mic5	ABC Transporters--MXAN_2078--MXAN_2078-mic5-01.17.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2078/MXAN_2078-mic5-01.17.13	True	0
180	ABC	MXAN_2078	Pulsatile	01.17.13	mic6	ABC Transporters--MXAN_2078--MXAN_2078-mic6-01.17.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2078/MXAN_2078-mic6-01.17.13	True	0
181	ABC	MXAN_2078	Pulsatile			ABC Transporters--MXAN_2078--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2078/test	True	0
182	ABC	MXAN_2249	Late abnormal			ABC Transporters--MXAN_2249	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2249	True	4
183	ABC	MXAN_2249	Late abnormal	03.19.12	mic5	ABC Transporters--MXAN_2249--MXAN_2249-mic5-3.19.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2249/MXAN_2249-mic5-3.19.12	True	0
184	ABC	MXAN_2249	Late abnormal	03.19.12	mic6	ABC Transporters--MXAN_2249--MXAN_2249-mic6-3.19.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2249/MXAN_2249-mic6-3.19.12	True	0
185	ABC	MXAN_2249	Late abnormal	03.19.12	mic7	ABC Transporters--MXAN_2249--MXAN_2249-mic7-3.19.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2249/MXAN_2249-mic7-3.19.12	True	0
186	ABC	MXAN_2249	Late abnormal			ABC Transporters--MXAN_2249--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2249/test	True	0
187	ABC	MXAN_2250	LWT	05.09.12	mic4	ABC Transporters--MXAN_2250--MXAN_2250-mic4-5.9.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2250/MXAN_2250-mic4-5.9.12	True	0
188	ABC	MXAN_2250	LWT	05.09.12	mic5	ABC Transporters--MXAN_2250--MXAN_2250-mic5-5.9.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2250/MXAN_2250-mic5-5.9.12	True	0
189	ABC	MXAN_2250	LWT	05.09.12	mic7	ABC Transporters--MXAN_2250--MXAN_2250-mic7-5.9.12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2250/MXAN_2250-mic7-5.9.12	True	0
190	ABC	MXAN_2250	LWT			ABC Transporters--MXAN_2250--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2250/test	True	0
191	ABC	MXAN_2251	Pulsatile	03.23.13	mic3	ABC Transporters--MXAN_2251--MXAN_2251-mic3-3.23.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2251/MXAN_2251-mic3-3.23.13	True	0
192	ABC	MXAN_2251	Pulsatile	03.23.13	mic6	ABC Transporters--MXAN_2251--MXAN_2251-mic6-3.23.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2251/MXAN_2251-mic6-3.23.13	True	0
193	ABC	MXAN_2251	Pulsatile	03.23.13	mic8	ABC Transporters--MXAN_2251--MXAN_2251-mic8-3.23.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2251/MXAN_2251-mic8-3.23.13	True	0
194	ABC	MXAN_2251	Pulsatile			ABC Transporters--MXAN_2251--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2251/test	True	0
195	ABC	MXAN_2268	Pulsatile	03.26.13	mic3	ABC Transporters--MXAN_2268--MXAN_2268-mic3-3.26.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2268/MXAN_2268-mic3-3.26.13	True	0
196	ABC	MXAN_2268	Pulsatile	03.26.13	mic6	ABC Transporters--MXAN_2268--MXAN_2268-mic6-3.26.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2268/MXAN_2268-mic6-3.26.13	True	0
197	ABC	MXAN_2268	Pulsatile	03.26.13	mic8	ABC Transporters--MXAN_2268--MXAN_2268-mic8-3.26.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2268/MXAN_2268-mic8-3.26.13	True	0
198	ABC	MXAN_2268	Pulsatile			ABC Transporters--MXAN_2268--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2268/test	True	0
199	ABC	MXAN_2407	Pulsatile	03.28.13	mic3	ABC Transporters--MXAN_2407--MXAN_2407-mic3-3.28.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2407/MXAN_2407-mic3-3.28.13	True	0
200	ABC	MXAN_2407	Pulsatile	03.28.13	mic6	ABC Transporters--MXAN_2407--MXAN_2407-mic6-3.28.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2407/MXAN_2407-mic6-3.28.13	True	0
201	ABC	MXAN_2407	Pulsatile	03.28.13	mic8	ABC Transporters--MXAN_2407--MXAN_2407-mic8-3.28.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2407/MXAN_2407-mic8-3.28.13	True	0
202	ABC	MXAN_2407	Pulsatile			ABC Transporters--MXAN_2407--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2407/test	True	0
203	ABC	MXAN_2428	LWT	10.09.12	mic4	ABC Transporters--MXAN_2428--MXAN_2428-mic-4-10-9-12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2428/MXAN_2428-mic-4-10-9-12	True	0
204	ABC	MXAN_2428	LWT	10.09.12	mic8	ABC Transporters--MXAN_2428--MXAN_2428-mic-8-10-9-12	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2428/MXAN_2428-mic-8-10-9-12	True	0
205	ABC	MXAN_2428	LWT			ABC Transporters--MXAN_2428--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2428/test	True	0
206	ABC	MXAN_2429	Pulsatile	03.18.13	mic3	ABC Transporters--MXAN_2429--MXAN_2429-mic3-3.18.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2429/MXAN_2429-mic3-3.18.13	True	0
207	ABC	MXAN_2429	Pulsatile	03.18.13	mic6	ABC Transporters--MXAN_2429--MXAN_2429-mic6-3.18.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2429/MXAN_2429-mic6-3.18.13	True	0
208	ABC	MXAN_2429	Pulsatile	03.18.13	mic8	ABC Transporters--MXAN_2429--MXAN_2429-mic8-3.18.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2429/MXAN_2429-mic8-3.18.13	True	0
209	ABC	MXAN_2429	Pulsatile			ABC Transporters--MXAN_2429--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2429/test	True	0
210	ABC	MXAN_2430	Pulsatile	03.13.13	mic4	ABC Transporters--MXAN_2430--MXAN_2430-mic4-3.13.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2430/MXAN_2430-mic4-3.13.13	True	0
211	ABC	MXAN_2430	Pulsatile	03.13.13	mic5	ABC Transporters--MXAN_2430--MXAN_2430-mic5-3.13.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2430/MXAN_2430-mic5-3.13.13	True	0
212	ABC	MXAN_2430	Pulsatile	03.13.13	mic7	ABC Transporters--MXAN_2430--MXAN_2430-mic7-3.13.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2430/MXAN_2430-mic7-3.13.13	True	0
213	ABC	MXAN_2430	Pulsatile			ABC Transporters--MXAN_2430--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2430/test	True	0
214	ABC	MXAN_2783	Pulsatile		mic1	ABC Transporters--MXAN_2783--mic1-subset	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2783/mic1-subset	True	4
215	ABC	MXAN_2783	Pulsatile	05.08.13	mic3	ABC Transporters--MXAN_2783--MXAN_2783-mic3-5.8.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2783/MXAN_2783-mic3-5.8.13	True	0
216	ABC	MXAN_2783	Pulsatile	05.08.13	mic6	ABC Transporters--MXAN_2783--MXAN_2783-mic6-5.8.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2783/MXAN_2783-mic6-5.8.13	True	0
217	ABC	MXAN_2783	Pulsatile	05.08.13	mic8	ABC Transporters--MXAN_2783--MXAN_2783-mic8-5.8.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2783/MXAN_2783-mic8-5.8.13	True	0
218	ABC	MXAN_2783	Pulsatile			ABC Transporters--MXAN_2783--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2783/test	True	0
219	ABC	MXAN_2795	LWT	03.04.13	mic4	ABC Transporters--MXAN_2795--MXAN_2795-mic4-3.4.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2795/MXAN_2795-mic4-3.4.13	True	0
220	ABC	MXAN_2795	LWT	03.04.13	mic5	ABC Transporters--MXAN_2795--MXAN_2795-mic5-3.4.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2795/MXAN_2795-mic5-3.4.13	True	0
221	ABC	MXAN_2795	LWT	03.04.13	mic7	ABC Transporters--MXAN_2795--MXAN_2795-mic7-3.4.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2795/MXAN_2795-mic7-3.4.13	True	0
222	ABC	MXAN_2795	LWT			ABC Transporters--MXAN_2795--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2795/test	True	0
223	ABC	MXAN_2831	Pulsatile	01.16.13	mic3	ABC Transporters--MXAN_2831--MXAN_2831-mic3-1.16.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2831/MXAN_2831-mic3-1.16.13	True	0
224	ABC	MXAN_2831	Pulsatile	01.16.13	mic6	ABC Transporters--MXAN_2831--MXAN_2831-mic6-1.16.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2831/MXAN_2831-mic6-1.16.13	True	0
225	ABC	MXAN_2831	Pulsatile	01.16.13	mic8	ABC Transporters--MXAN_2831--MXAN_2831-mic8-1.16.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2831/MXAN_2831-mic8-1.16.13	True	0
226	ABC	MXAN_2831	Pulsatile			ABC Transporters--MXAN_2831--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2831/test	True	0
227	ABC	MXAN_2832	Pulsatile	03.04.13	mic3	ABC Transporters--MXAN_2832--MXAN_2832-mic3-3.4.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2832/MXAN_2832-mic3-3.4.13	True	0
228	ABC	MXAN_2832	Pulsatile	03.04.13	mic6	ABC Transporters--MXAN_2832--MXAN_2832-mic6-3.4.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2832/MXAN_2832-mic6-3.4.13	True	0
229	ABC	MXAN_2832	Pulsatile	03.04.13	mic8	ABC Transporters--MXAN_2832--MXAN_2832-mic8-3.4.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2832/MXAN_2832-mic8-3.4.13	True	1
230	ABC	MXAN_2832	Pulsatile			ABC Transporters--MXAN_2832--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2832/test	True	1
231	ABC	MXAN_2833	Pulsatile	03.04.13	mic3	ABC Transporters--MXAN_2833--MXAN_2833-mic3-3.4.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2833/MXAN_2833-mic3-3.4.13	True	1
232	ABC	MXAN_2833	Pulsatile	03.04.13	mic6	ABC Transporters--MXAN_2833--MXAN_2833-mic6-3.4.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2833/MXAN_2833-mic6-3.4.13	True	5
233	ABC	MXAN_2833	Pulsatile	03.04.13	mic8	ABC Transporters--MXAN_2833--MXAN_2833-mic8-3.4.13	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2833/MXAN_2833-mic8-3.4.13	True	1
234	ABC	MXAN_2833	Pulsatile			ABC Transporters--MXAN_2833--test	/mnt/SeagateBackup_USB/Mutant_Movies/ABC Transporters/MXAN_2833/test	True	1
